"cutoff","target","tissue","phenotype","module","module_size","gene","correlation"
"8","APP","DLPFC","AD","ASTE1",50,"KBTBD4",0.445
"8","APP","DLPFC","AD","ASTE1",50,"NIPSNAP1",0.445
"8","APP","DLPFC","AD","ASTE1",50,"EXOC6B",0.445
"8","APP","DLPFC","AD","ASTE1",50,"ORC3",0.444
"8","APP","DLPFC","AD","ASTE1",50,"COPS4",0.444
"8","APP","DLPFC","AD","ASTE1",50,"MRPS23",0.443
"8","APP","DLPFC","AD","ASTE1",50,"SRP54",0.443
"8","APP","DLPFC","AD","ASTE1",50,"TSNAX",0.442
"8","APP","DLPFC","AD","ASTE1",50,"NHLRC1",0.442
"8","APP","DLPFC","AD","ASTE1",50,"UBLCP1",0.442
"8","APP","DLPFC","AD","ASTE1",50,"GDI2",0.442
"8","APP","DLPFC","AD","ASTE1",50,"NAA80",0.442
"8","APP","DLPFC","AD","ASTE1",50,"AZIN2",0.441
"8","APP","DLPFC","AD","ASTE1",270,"BPGM",0.441
"8","APP","DLPFC","AD","ASTE1",270,"DYNC2LI1",0.441
"8","APP","DLPFC","AD","ASTE1",270,"PDHB",0.44
"8","APP","DLPFC","AD","ASTE1",270,"FH",0.44
"8","APP","DLPFC","AD","ASTE1",270,"DCTN2",0.44
"8","APP","DLPFC","AD","ASTE1",270,"ATP5F1A",0.44
"8","APP","DLPFC","AD","ASTE1",270,"POLR3F",0.439
"8","APP","DLPFC","AD","ASTE1",270,"SCYL3",0.439
"8","APP","DLPFC","AD","ASTE1",270,"CHMP2B",0.439
"8","APP","DLPFC","AD","ASTE1",270,"PAIP2",0.439
"8","APP","DLPFC","AD","RPL36",270,"RPL36",1
"8","APP","DLPFC","AD","RPL36",270,"RPS19",0.662
"8","APP","DLPFC","AD","RPL36",270,"RPL13A",0.66
"8","APP","DLPFC","AD","RPL36",270,"EEF1D",0.657
"8","APP","DLPFC","AD","RPL36",270,"WASF2",0.653
"8","APP","DLPFC","AD","RPL36",270,"RPS17",0.65
"8","APP","DLPFC","AD","RPL36",270,"RPS16",0.65
"8","APP","DLPFC","AD","RPL36",270,"RAB13",0.638
"8","APP","DLPFC","AD","RPL36",270,"SERPINB6",0.629
"8","APP","DLPFC","AD","RPL36",270,"CFLAR",0.628
"8","APP","DLPFC","AD","CEP250",270,"CEP250",1
"8","APP","DLPFC","AD","CEP250",270,"HNRNPUL2",0.544
"8","APP","DLPFC","AD","CEP250",270,"CKAP5",0.526
"8","APP","DLPFC","AD","CEP250",270,"HUWE1",0.525
"8","APP","DLPFC","AD","CEP250",270,"LMO3",0.511
"8","APP","DLPFC","AD","CEP250",270,"MEGF8",0.506
"8","APP","DLPFC","AD","CEP250",270,"DHX30",0.501
"8","APP","DLPFC","AD","CEP250",270,"NEURL4",0.499
"8","APP","DLPFC","AD","CEP250",270,"CDS2",0.498
"8","APP","DLPFC","AD","CEP250",270,"PMPCB",0.493
"8","APP","DLPFC","AD","CEP250",270,"KCNJ9",0.492
"8","APP","DLPFC","AD","CEP250",270,"YPEL5",0.479
"8","APP","DLPFC","AD","CEP250",270,"CUL7",0.475
"8","APP","DLPFC","AD","CEP250",270,"PRDM4",0.474
"8","APP","DLPFC","AD","CEP250",270,"SPAG5",0.473
"8","APP","DLPFC","AD","CEP250",270,"CELSR3",0.472
"8","APP","DLPFC","AD","CEP250",270,"ARHGEF11",0.47
"8","APP","DLPFC","AD","CEP250",270,"BRPF3",0.468
"8","APP","DLPFC","AD","CEP250",270,"FAM13B",0.465
"8","APP","DLPFC","AD","CEP250",270,"MARF1",0.462
"8","APP","DLPFC","AD","CEP250",270,"BCL7A",0.46
"8","APP","DLPFC","AD","CEP250",270,"RAB3GAP1",0.458
"8","APP","DLPFC","AD","CEP250",270,"DNAJC12",0.458
"8","APP","DLPFC","AD","CEP250",270,"TPPP",0.457
"8","APP","DLPFC","AD","CEP250",270,"HLF",0.456
"8","APP","DLPFC","AD","CEP250",270,"HSDL1",0.456
"8","APP","DLPFC","AD","CEP250",270,"TCAF1",0.455
"8","APP","DLPFC","AD","CEP250",270,"SPTAN1",0.455
"8","APP","DLPFC","AD","CEP250",270,"PAIP1",0.455
"8","APP","DLPFC","AD","CEP250",270,"PIP4K2C",0.454
"8","APP","DLPFC","AD","CEP250",270,"DKK3",0.454
"8","APP","DLPFC","AD","CEP250",270,"EPB41L1",0.45
"8","APP","DLPFC","AD","CEP250",270,"VPS26B",0.449
"8","APP","DLPFC","AD","CEP250",270,"FAM8A1",0.449
"8","APP","DLPFC","AD","CEP250",270,"LMO4",0.448
"8","APP","DLPFC","AD","CEP250",270,"ZNF174",0.448
"8","APP","DLPFC","AD","CEP250",270,"SEPTIN3",0.448
"8","APP","DLPFC","AD","CEP250",270,"KLHDC2",0.445
"8","APP","DLPFC","AD","CEP250",270,"RNF146",0.445
"8","APP","DLPFC","AD","CEP250",270,"ZFYVE9",0.445
"8","APP","DLPFC","AD","CEP250",270,"KIF3C",0.444
"8","APP","DLPFC","AD","CEP250",270,"IGBP1",0.444
"8","APP","DLPFC","AD","CEP250",270,"CCT7",0.443
"8","APP","DLPFC","AD","CEP250",270,"KCNA6",0.443
"8","APP","DLPFC","AD","CEP250",270,"BMERB1",0.443
"8","APP","DLPFC","AD","CEP250",270,"TCF20",0.441
"8","APP","DLPFC","AD","CEP250",270,"FAM168B",0.441
"8","APP","DLPFC","AD","CEP250",270,"ANK2",0.44
"8","APP","DLPFC","AD","CEP250",270,"MAPK10",0.438
"8","APP","DLPFC","AD","CEP250",270,"RAPGEF2",0.438
"8","APP","DLPFC","AD","CEP250",270,"STAU1",0.437
"8","APP","DLPFC","AD","CEP250",270,"CBX7",0.435
"8","APP","DLPFC","AD","CEP250",270,"CUL1",0.434
"8","APP","DLPFC","AD","CEP250",270,"ADNP",0.434
"8","APP","DLPFC","AD","CEP250",270,"PPP5C",0.434
"8","APP","DLPFC","AD","CEP250",270,"EHBP1",0.434
"8","APP","DLPFC","AD","CEP250",270,"TRAPPC3",0.434
"8","APP","DLPFC","AD","CEP250",270,"RAB6B",0.433
"8","APP","DLPFC","AD","CEP250",270,"MED21",0.433
"8","APP","DLPFC","AD","CEP250",270,"CLASP1",0.433
"8","APP","DLPFC","AD","CEP250",270,"DCLRE1A",0.433
"8","APP","DLPFC","AD","CEP250",270,"NOMO2",0.433
"8","APP","DLPFC","AD","CEP250",270,"CADPS2",0.431
"8","APP","DLPFC","AD","CEP250",270,"UBE4B",0.431
"8","APP","DLPFC","AD","CEP250",270,"CHGA",0.431
"8","APP","DLPFC","AD","CEP250",270,"DIPK1A",0.431
"8","APP","DLPFC","AD","CEP250",270,"POLR2B",0.43
"8","APP","DLPFC","AD","CEP250",270,"ZFPM2",0.43
"8","APP","DLPFC","AD","CEP250",270,"FBXO11",0.429
"8","APP","DLPFC","AD","CEP250",270,"SUMO1",0.429
"8","APP","DLPFC","AD","CEP250",270,"FAM131B",0.428
"8","APP","DLPFC","AD","CEP250",270,"SLITRK5",0.428
"8","APP","DLPFC","AD","CEP250",270,"SLITRK3",0.428
"8","APP","DLPFC","AD","CEP250",270,"WIPI2",0.427
"8","APP","DLPFC","AD","CEP250",270,"NALF1",0.427
"8","APP","DLPFC","AD","CEP250",270,"WASHC2C",0.427
"8","APP","DLPFC","AD","CEP250",270,"UBB",0.426
"8","APP","DLPFC","AD","CEP250",270,"GET3",0.426
"8","APP","DLPFC","AD","CEP250",270,"SPIN1",0.426
"8","APP","DLPFC","AD","CEP250",270,"C1orf216",0.425
"8","APP","DLPFC","AD","GNAI1",270,"GNAI1",1
"8","APP","DLPFC","AD","GNAI1",270,"LPGAT1",0.777
"8","APP","DLPFC","AD","GNAI1",270,"PTPRD",0.774
"8","APP","DLPFC","AD","GNAI1",270,"LANCL1",0.757
"8","APP","DLPFC","AD","GNAI1",270,"MFSD6",0.738
"8","APP","DLPFC","AD","GNAI1",270,"PPM1H",0.738
"8","APP","DLPFC","AD","GNAI1",270,"CLCN4",0.736
"8","APP","DLPFC","AD","GNAI1",270,"EIF4G3",0.73
"8","APP","DLPFC","AD","GNAI1",270,"ADSS2",0.73
"8","APP","DLPFC","AD","GNAI1",270,"DNAJC6",0.73
"8","APP","DLPFC","AD","GNAI1",270,"ANK3",0.73
"8","APP","DLPFC","AD","GNAI1",270,"YWHAQ",0.723
"8","APP","DLPFC","AD","GNAI1",270,"TPPP",0.723
"8","APP","DLPFC","AD","GNAI1",270,"DNM3",0.718
"8","APP","DLPFC","AD","GNAI1",270,"TMEFF2",0.716
"8","APP","DLPFC","AD","GNAI1",270,"EPB41L3",0.714
"8","APP","DLPFC","AD","GNAI1",270,"PRUNE2",0.709
"8","APP","DLPFC","AD","GNAI1",270,"ESRRG",0.706
"8","APP","DLPFC","AD","GNAI1",270,"PRKAR1A",0.704
"8","APP","DLPFC","AD","GNAI1",270,"CLASP2",0.701
"8","APP","DLPFC","AD","GNAI1",270,"STK39",0.701
"8","APP","DLPFC","AD","GNAI1",270,"MTMR2",0.701
"8","APP","DLPFC","AD","GNAI1",270,"RAP1GDS1",0.699
"8","APP","DLPFC","AD","GNAI1",270,"NAPG",0.699
"8","APP","DLPFC","AD","GNAI1",270,"FAM131B",0.699
"8","APP","DLPFC","AD","GNAI1",270,"PRKACB",0.698
"8","APP","DLPFC","AD","GNAI1",270,"ATP1B1",0.694
"8","APP","DLPFC","AD","GNAI1",270,"G3BP2",0.694
"8","APP","DLPFC","AD","GNAI1",270,"TRIM37",0.693
"8","APP","DLPFC","AD","GNAI1",270,"KRT222",0.693
"8","APP","DLPFC","AD","GNAI1",270,"OXR1",0.691
"8","APP","DLPFC","AD","GNAI1",270,"BACE1",0.69
"8","APP","DLPFC","AD","GNAI1",270,"PEG3",0.69
"8","APP","DLPFC","AD","GNAI1",270,"PAIP2",0.689
"8","APP","DLPFC","AD","GNAI1",270,"FRY",0.687
"8","APP","DLPFC","AD","GNAI1",270,"SLC6A15",0.682
"8","APP","DLPFC","AD","GNAI1",270,"AKAP6",0.68
"8","APP","DLPFC","AD","GNAI1",270,"SUCLA2",0.678
"8","APP","DLPFC","AD","GNAI1",270,"SLITRK1",0.678
"8","APP","DLPFC","AD","GNAI1",270,"FAM98A",0.678
"8","APP","DLPFC","AD","GNAI1",270,"PIK3CB",0.677
"8","APP","DLPFC","AD","GNAI1",270,"REPS2",0.676
"8","APP","DLPFC","AD","GNAI1",270,"RAB2A",0.675
"8","APP","DLPFC","AD","GNAI1",270,"RASA1",0.675
"8","APP","DLPFC","AD","GNAI1",270,"CDC42SE2",0.675
"8","APP","DLPFC","AD","GNAI1",270,"RAB6A",0.674
"8","APP","DLPFC","AD","GNAI1",270,"MAPK9",0.674
"8","APP","DLPFC","AD","GNAI1",270,"ITFG1",0.673
"8","APP","DLPFC","AD","GNAI1",270,"AGTPBP1",0.673
"8","APP","DLPFC","AD","GNAI1",270,"CAB39",0.673
"8","APP","DLPFC","AD","NCL",270,"NCL",1
"8","APP","DLPFC","AD","NCL",270,"HTATSF1",0.603
"8","APP","DLPFC","AD","NCL",270,"CSDE1",0.565
"8","APP","DLPFC","AD","NCL",270,"RNF20",0.557
"8","APP","DLPFC","AD","NCL",270,"TCEAL4",0.523
"8","APP","DLPFC","AD","NCL",270,"SEPTIN7",0.521
"8","APP","DLPFC","AD","NCL",270,"TRAF3IP1",0.512
"8","APP","DLPFC","AD","NCL",270,"ZMYND11",0.502
"8","APP","DLPFC","AD","NCL",270,"FAM204A",0.496
"8","APP","DLPFC","AD","NCL",270,"GNL1",0.494
"8","APP","DLPFC","AD","NCL",270,"FMR1",0.494
"8","APP","DLPFC","AD","NCL",270,"AGO1",0.489
"8","APP","DLPFC","AD","NCL",270,"HNRNPU",0.486
"8","APP","DLPFC","AD","NCL",270,"JAKMIP2",0.483
"8","APP","DLPFC","AD","NCL",270,"SH3D19",0.481
"8","APP","DLPFC","AD","NCL",270,"MAP7",0.474
"8","APP","DLPFC","AD","NCL",270,"TTLL11",0.473
"8","APP","DLPFC","AD","NCL",270,"SMARCA5",0.472
"8","APP","DLPFC","AD","NCL",270,"EPM2A",0.47
"8","APP","DLPFC","AD","NCL",270,"GIGYF2",0.468
"8","APP","DLPFC","AD","NCL",270,"PTPN11",0.467
"8","APP","DLPFC","AD","NCL",270,"IK",0.467
"8","APP","DLPFC","AD","NCL",270,"EIF4B",0.466
"8","APP","DLPFC","AD","NCL",270,"IWS1",0.463
"8","APP","DLPFC","AD","NCL",270,"HNRNPA1",0.462
"8","APP","DLPFC","AD","NCL",270,"HNRNPK",0.459
"8","APP","DLPFC","AD","NCL",270,"PWP1",0.459
"8","APP","DLPFC","AD","NCL",270,"MFN2",0.452
"8","APP","DLPFC","AD","NCL",270,"FEZ1",0.45
"8","APP","DLPFC","AD","NCL",270,"MTERF4",0.442
"8","APP","DLPFC","AD","HNRNPA2B1",270,"HNRNPA2B1",1
"8","APP","DLPFC","AD","HNRNPA2B1",270,"HNRNPH3",0.767
"8","APP","DLPFC","AD","HNRNPA2B1",270,"PNISR",0.71
"8","APP","DLPFC","AD","HNRNPA2B1",270,"HP1BP3",0.703
"8","APP","DLPFC","AD","HNRNPA2B1",270,"LIMCH1",0.684
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ZC3H11A",0.678
"8","APP","DLPFC","AD","HNRNPA2B1",270,"MAT2A",0.677
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ZNF24",0.674
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ACIN1",0.669
"8","APP","DLPFC","AD","HNRNPA2B1",270,"BPTF",0.668
"8","APP","DLPFC","AD","HNRNPA2B1",270,"SRSF1",0.666
"8","APP","DLPFC","AD","HNRNPA2B1",270,"KTN1",0.662
"8","APP","DLPFC","AD","HNRNPA2B1",270,"PRPF38B",0.661
"8","APP","DLPFC","AD","HNRNPA2B1",270,"TAF4",0.659
"8","APP","DLPFC","AD","HNRNPA2B1",270,"HNRNPA3",0.658
"8","APP","DLPFC","AD","HNRNPA2B1",270,"KAT6A",0.657
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ZSWIM8",0.655
"8","APP","DLPFC","AD","HNRNPA2B1",270,"TCF4",0.655
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ZHX1",0.652
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ITSN1",0.65
"8","APP","DLPFC","AD","HNRNPA2B1",270,"RBM6",0.648
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ZNF397",0.648
"8","APP","DLPFC","AD","HNRNPA2B1",270,"RBM17",0.646
"8","APP","DLPFC","AD","HNRNPA2B1",270,"BRD7",0.645
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ARHGAP5",0.645
"8","APP","DLPFC","AD","HNRNPA2B1",270,"FMNL2",0.645
"8","APP","DLPFC","AD","HNRNPA2B1",270,"GDF11",0.644
"8","APP","DLPFC","AD","HNRNPA2B1",270,"PPP1CC",0.643
"8","APP","DLPFC","AD","HNRNPA2B1",270,"HBP1",0.641
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ZBTB1",0.637
"8","APP","DLPFC","AD","HNRNPA2B1",270,"SRRM2",0.635
"8","APP","DLPFC","AD","HNRNPA2B1",270,"RHOQ",0.635
"8","APP","DLPFC","AD","HNRNPA2B1",270,"POU3F3",0.633
"8","APP","DLPFC","AD","HNRNPA2B1",270,"CIPC",0.63
"8","APP","DLPFC","AD","HNRNPA2B1",270,"GAREM2",0.629
"8","APP","DLPFC","AD","HNRNPA2B1",270,"CCP110",0.629
"8","APP","DLPFC","AD","HNRNPA2B1",270,"VASH1",0.629
"8","APP","DLPFC","AD","HNRNPA2B1",270,"GPS2",0.628
"8","APP","DLPFC","AD","HNRNPA2B1",270,"PHF10",0.628
"8","APP","DLPFC","AD","HNRNPA2B1",270,"NFIB",0.628
"8","APP","DLPFC","AD","HNRNPA2B1",270,"STX16",0.627
"8","APP","DLPFC","AD","HNRNPA2B1",270,"UBE2G2",0.626
"8","APP","DLPFC","AD","HNRNPA2B1",270,"KMT2C",0.626
"8","APP","DLPFC","AD","HNRNPA2B1",270,"SMC1A",0.624
"8","APP","DLPFC","AD","HNRNPA2B1",270,"SASH1",0.624
"8","APP","DLPFC","AD","HNRNPA2B1",270,"PNPT1",0.623
"8","APP","DLPFC","AD","HNRNPA2B1",270,"KANK2",0.623
"8","APP","DLPFC","AD","HNRNPA2B1",270,"CDK2AP1",0.622
"8","APP","DLPFC","AD","HNRNPA2B1",270,"CDK18",0.621
"8","APP","DLPFC","AD","HNRNPA2B1",270,"IVNS1ABP",0.621
"8","APP","DLPFC","AD","HNRNPA2B1",270,"USP54",0.619
"8","APP","DLPFC","AD","HNRNPA2B1",270,"NFIC",0.619
"8","APP","DLPFC","AD","HNRNPA2B1",270,"P2RX7",0.615
"8","APP","DLPFC","AD","HNRNPA2B1",270,"VEZF1",0.615
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ZNF326",0.614
"8","APP","DLPFC","AD","HNRNPA2B1",270,"NR2F1",0.613
"8","APP","DLPFC","AD","HNRNPA2B1",270,"HNRNPH1",0.612
"8","APP","DLPFC","AD","HNRNPA2B1",270,"SLTM",0.612
"8","APP","DLPFC","AD","HNRNPA2B1",270,"PABPN1",0.612
"8","APP","DLPFC","AD","HNRNPA2B1",270,"BAZ1B",0.611
"8","APP","DLPFC","AD","HNRNPA2B1",270,"WSCD1",0.611
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ARHGEF12",0.609
"8","APP","DLPFC","AD","HNRNPA2B1",270,"RBM39",0.609
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ZEB1",0.609
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ELAVL3",0.608
"8","APP","DLPFC","AD","HNRNPA2B1",270,"HIP1",0.608
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ENAH",0.608
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ATF6B",0.607
"8","APP","DLPFC","AD","HNRNPA2B1",270,"PARP1",0.607
"8","APP","DLPFC","AD","HNRNPA2B1",270,"TMX1",0.606
"8","APP","DLPFC","AD","HNRNPA2B1",270,"SAFB2",0.605
"8","APP","DLPFC","AD","HNRNPA2B1",270,"GIGYF2",0.603
"8","APP","DLPFC","AD","HNRNPA2B1",270,"HOOK2",0.602
"8","APP","DLPFC","AD","HNRNPA2B1",270,"CRTAP",0.602
"8","APP","DLPFC","AD","HNRNPA2B1",270,"SRCAP",0.602
"8","APP","DLPFC","AD","HNRNPA2B1",270,"FOXN3",0.601
"8","APP","DLPFC","AD","HNRNPA2B1",270,"SMAD5",0.601
"8","APP","DLPFC","AD","HNRNPA2B1",270,"CASC3",0.601
"8","APP","DLPFC","AD","HNRNPA2B1",270,"ZNF106",0.601
"8","APP","DLPFC","AD","HNRNPA2B1",270,"SMC3",0.6
"8","APP","DLPFC","AD","FRZB",270,"FRZB",1
"8","APP","DLPFC","AD","FRZB",270,"RERGL",0.631
"8","APP","DLPFC","AD","FRZB",270,"CRIP1",0.624
"8","APP","DLPFC","AD","FRZB",270,"MYL9",0.599
"8","APP","DLPFC","AD","FRZB",270,"RGS5",0.583
"8","APP","DLPFC","AD","FRZB",270,"CYTH3",0.562
"8","APP","DLPFC","AD","FRZB",270,"PTGDR2",0.556
"8","APP","DLPFC","AD","FRZB",270,"ITIH5",0.553
"8","APP","DLPFC","AD","FRZB",270,"TBC1D4",0.539
"8","APP","DLPFC","AD","FRZB",270,"CAV1",0.527
"8","APP","DLPFC","AD","FRZB",40,"ADGRA2",0.523
"8","APP","DLPFC","AD","FRZB",40,"RASSF3",0.513
"8","APP","DLPFC","AD","FRZB",40,"IGF2",0.497
"8","APP","DLPFC","AD","FRZB",40,"CXCL12",0.496
"8","APP","DLPFC","AD","FRZB",40,"OLFML3",0.496
"8","APP","DLPFC","AD","FRZB",40,"RASL11A",0.491
"8","APP","DLPFC","AD","FRZB",40,"NOTCH3",0.49
"8","APP","DLPFC","AD","FRZB",40,"MYH11",0.488
"8","APP","DLPFC","AD","FRZB",40,"PLXDC1",0.476
"8","APP","DLPFC","AD","FRZB",40,"RAMP2",0.474
"8","APP","DLPFC","AD","FRZB",40,"PHLDB2",0.471
"8","APP","DLPFC","AD","FRZB",40,"MRC2",0.471
"8","APP","DLPFC","AD","FRZB",40,"WTIP",0.468
"8","APP","DLPFC","AD","FRZB",40,"MYO1B",0.463
"8","APP","DLPFC","AD","FRZB",40,"SMOC2",0.463
"8","APP","DLPFC","AD","FRZB",40,"ACVR1",0.463
"8","APP","DLPFC","AD","FRZB",40,"RCSD1",0.462
"8","APP","DLPFC","AD","FRZB",40,"FRMD6",0.461
"8","APP","DLPFC","AD","FRZB",40,"ACTA2",0.459
"8","APP","DLPFC","AD","FRZB",40,"CAVIN3",0.456
"8","APP","DLPFC","AD","NFASC",40,"NFASC",1
"8","APP","DLPFC","AD","NFASC",40,"ARHGAP21",0.59
"8","APP","DLPFC","AD","NFASC",40,"MICAL3",0.558
"8","APP","DLPFC","AD","NFASC",40,"SORT1",0.556
"8","APP","DLPFC","AD","NFASC",40,"MAN2A2",0.55
"8","APP","DLPFC","AD","NFASC",40,"RAPGEF5",0.542
"8","APP","DLPFC","AD","NFASC",40,"PEX5L",0.54
"8","APP","DLPFC","AD","NFASC",40,"DSCAML1",0.531
"8","APP","DLPFC","AD","NFASC",40,"DLG1",0.528
"8","APP","DLPFC","AD","NFASC",40,"FCHO1",0.527
"8","APP","DLPFC","AD","NFASC",40,"EML2",0.52
"8","APP","DLPFC","AD","NFASC",40,"EDIL3",0.506
"8","APP","DLPFC","AD","NFASC",40,"AGAP1",0.506
"8","APP","DLPFC","AD","NFASC",40,"ANK3",0.504
"8","APP","DLPFC","AD","NFASC",40,"FRMD5",0.49
"8","APP","DLPFC","AD","NFASC",40,"MAPKBP1",0.489
"8","APP","DLPFC","AD","NFASC",40,"KIF1B",0.487
"8","APP","DLPFC","AD","NFASC",40,"MAP1A",0.484
"8","APP","DLPFC","AD","NFASC",40,"SPOCK3",0.483
"8","APP","DLPFC","AD","NFASC",40,"TRAPPC10",0.482
"8","APP","DLPFC","AD","NFASC",30,"EP300",0.477
"8","APP","DLPFC","AD","NFASC",30,"TULP4",0.476
"8","APP","DLPFC","AD","NFASC",30,"AATK",0.475
"8","APP","DLPFC","AD","NFASC",30,"SLC24A2",0.468
"8","APP","DLPFC","AD","NFASC",30,"STARD9",0.467
"8","APP","DLPFC","AD","NFASC",30,"RNF144A",0.466
"8","APP","DLPFC","AD","NFASC",30,"PDE1C",0.465
"8","APP","DLPFC","AD","NFASC",30,"DIP2B",0.464
"8","APP","DLPFC","AD","NFASC",30,"FNIP1",0.457
"8","APP","DLPFC","AD","NFASC",30,"ASH1L",0.457
"8","APP","DLPFC","AD","NFASC",30,"PKD2",0.457
"8","APP","DLPFC","AD","NFASC",30,"NIPA1",0.456
"8","APP","DLPFC","AD","NFASC",30,"TPPP",0.455
"8","APP","DLPFC","AD","NFASC",30,"CAMSAP2",0.454
"8","APP","DLPFC","AD","NFASC",30,"FAM124A",0.454
"8","APP","DLPFC","AD","NFASC",30,"COPA",0.453
"8","APP","DLPFC","AD","NFASC",30,"KIF1A",0.447
"8","APP","DLPFC","AD","NFASC",30,"ZNF33A",0.447
"8","APP","DLPFC","AD","NFASC",30,"ARFGEF3",0.444
"8","APP","DLPFC","AD","NFASC",30,"NCAM1",0.444
"8","APP","DLPFC","AD","NFASC",30,"HID1",0.442
"8","APP","DLPFC","AD","NFASC",30,"STRN",0.434
"8","APP","DLPFC","AD","NFASC",30,"YPEL2",0.434
"8","APP","DLPFC","AD","NFASC",30,"PTPRD",0.433
"8","APP","DLPFC","AD","NFASC",30,"RNF220",0.433
"8","APP","DLPFC","AD","NFASC",30,"LIMCH1",0.432
"8","APP","DLPFC","AD","NFASC",30,"TRIM2",0.43
"8","APP","DLPFC","AD","NFASC",30,"DENND11",0.429
"8","APP","DLPFC","AD","NFASC",30,"ZC3H11A",0.429
"8","APP","DLPFC","AD","NFASC",30,"MAP6D1",0.427
"8","APP","DLPFC","AD","NFASC",20,"CDC42BPA",0.427
"8","APP","DLPFC","AD","NFASC",20,"CNTN2",0.426
"8","APP","DLPFC","AD","NFASC",20,"SYNJ2",0.424
"8","APP","DLPFC","AD","NFASC",20,"TCP11L2",0.423
"8","APP","DLPFC","AD","NFASC",20,"FAM13C",0.423
"8","APP","DLPFC","AD","NFASC",20,"MARCHF6",0.422
"8","APP","DLPFC","AD","NFASC",20,"PLCL1",0.421
"8","APP","DLPFC","AD","NFASC",20,"CHN2",0.42
"8","APP","DLPFC","AD","NFASC",20,"DLG2",0.42
"8","APP","DLPFC","AD","NFASC",20,"PPP1R9A",0.42
"8","APP","DLPFC","AD","NFASC",20,"TRRAP",0.418
"8","APP","DLPFC","AD","NFASC",20,"MTCL2",0.417
"8","APP","DLPFC","AD","NFASC",20,"RALGPS1",0.416
"8","APP","DLPFC","AD","NFASC",20,"CLASP2",0.416
"8","APP","DLPFC","AD","NFASC",20,"STK36",0.416
"8","APP","DLPFC","AD","NFASC",20,"ANK2",0.416
"8","APP","DLPFC","AD","NFASC",20,"ALCAM",0.416
"8","APP","DLPFC","AD","NFASC",20,"ZBTB38",0.414
"8","APP","DLPFC","AD","NFASC",20,"CCP110",0.413
"8","APP","DLPFC","AD","NFASC",20,"DDX3X",0.413
"8","APP","DLPFC","AD","DGCR6L",40,"DGCR6L",1
"8","APP","DLPFC","AD","DGCR6L",40,"PMF1",0.515
"8","APP","DLPFC","AD","DGCR6L",40,"GSN",0.514
"8","APP","DLPFC","AD","DGCR6L",40,"GIPC1",0.496
"8","APP","DLPFC","AD","DGCR6L",40,"RAMP1",0.491
"8","APP","DLPFC","AD","DGCR6L",40,"PDLIM2",0.489
"8","APP","DLPFC","AD","DGCR6L",40,"TRIP6",0.482
"8","APP","DLPFC","AD","DGCR6L",40,"CUEDC1",0.478
"8","APP","DLPFC","AD","DGCR6L",40,"COTL1",0.473
"8","APP","DLPFC","AD","DGCR6L",40,"COPZ2",0.471
"8","APP","DLPFC","AD","SCAF4",40,"SCAF4",1
"8","APP","DLPFC","AD","SCAF4",40,"SAFB",0.422
"8","APP","DLPFC","AD","SCAF4",40,"FBXO32",0.422
"8","APP","DLPFC","AD","SCAF4",40,"CHERP",0.415
"8","APP","DLPFC","AD","SCAF4",40,"MARS1",0.412
"8","APP","DLPFC","AD","SCAF4",40,"KDM5B",0.412
"8","APP","DLPFC","AD","SCAF4",40,"SIK2",0.411
"8","APP","DLPFC","AD","SCAF4",40,"ING1",0.395
"8","APP","DLPFC","AD","SCAF4",40,"DDX51",0.391
"8","APP","DLPFC","AD","SCAF4",40,"ACTN1",0.388
"8","APP","DLPFC","AD","SCAF4",40,"ARL5B",0.371
"8","APP","DLPFC","AD","SCAF4",40,"BAIAP2",0.368
"8","APP","DLPFC","AD","SCAF4",40,"RANBP2",0.366
"8","APP","DLPFC","AD","SCAF4",40,"ARK2N",0.365
"8","APP","DLPFC","AD","SCAF4",40,"TRIO",0.364
"8","APP","DLPFC","AD","SCAF4",40,"ADCY9",0.364
"8","APP","DLPFC","AD","SCAF4",40,"IPPK",0.363
"8","APP","DLPFC","AD","SCAF4",40,"SIPA1L1",0.363
"8","APP","DLPFC","AD","SCAF4",40,"ZNF74",0.36
"8","APP","DLPFC","AD","SCAF4",40,"ALKBH5",0.36
"8","APP","DLPFC","AD","SCAF4",40,"KLC2",0.359
"8","APP","DLPFC","AD","SCAF4",40,"ARHGEF7",0.358
"8","APP","DLPFC","AD","SCAF4",40,"FZD3",0.358
"8","APP","DLPFC","AD","SCAF4",40,"CIT",0.357
"8","APP","DLPFC","AD","SCAF4",40,"FBXO33",0.356
